Zm00001d028038	LOC103631953
Zm00001d028039	pat1
Zm00001d028040	cl4742_1a
Zm00001d028046	emp602
Zm00001d028050	gpm667
Zm00001d028053	TIDP3048
Zm00001d028054	pco148373a
Zm00001d028055	LOC100274167
Zm00001d028064	umc1976
Zm00001d028066	ereb120
Zm00001d028068	ereb123
Zm00001d028069	ereb236
Zm00001d028070	ereb35
Zm00001d028071	cl27030_1
Zm00001d028072	IDP8623
Zm00001d028073	rdph1
Zm00001d028074	hagtf2
Zm00001d028075	umc2226
Zm00001d028084	IDP8987
Zm00001d028088	phm13619
Zm00001d028091	grf4
Zm00001d028092	cyc16
Zm00001d028094	d14a
Zm00001d028096	urb2
Zm00001d028097	LOC100283482
Zm00001d028098	si618060g08
Zm00001d028102	vdac5
Zm00001d028103	xyl9
Zm00001d028104	LOC100276830
Zm00001d028105	si486049f11
Zm00001d028109	umc2614
Zm00001d028112	npi209b
Zm00001d028114	mmp135
Zm00001d028116	chn8
Zm00001d028122	umc1200
Zm00001d028128	bngl1127
Zm00001d028129	gt1
Zm00001d000458	ofp3
Zm00001d028139	idd1
Zm00001d028140	si606028a04a
Zm00001d028143	IDP7226
Zm00001d028154	sat2
Zm00001d028159	gid4
Zm00001d028160	srl5
Zm00001d028162	sfp1
Zm00001d028164	sfp3
Zm00001d028165	dapat3
Zm00001d028169	GRMZM2G331652
Zm00001d028172	pao9
Zm00001d028173	si687066d02
Zm00001d028177 	IDP6976
Zm00001d028178	nactf64
Zm00001d028180	mips1
Zm00001d028181	csu860b
Zm00001d028183	pco073966
Zm00001d028185	remo1
Zm00001d028187	umc1711
Zm00001d028189	LOC100194245
Zm00001d028191	LOC100281951
Zm00001d028193	cl15631_1
Zm00001d028194	cl491_-2a
Zm00001d028195	IDP4048
Zm00001d028201	pco109407
Zm00001d028205	si606074b10a
Zm00001d028207	LOC103632677
Zm00001d028208	rik1
Zm00001d028214	pco107465a
Zm00001d028216	ifa1
Zm00001d028217	zmm14
Zm00001d028218	bnlg1007
Zm00001d028219	Zm00001d028219
Zm00001d028220	LOC100193476
Zm00001d028221	atp4
Zm00001d028227	LOC100383593
Zm00001d028228	mate3
Zm00001d028230	stp2
Zm00001d028232	sod1
Zm00001d028235	exo2
Zm00001d028237	LOC103632821
Zm00001d028238	cl17180_1
Zm00001d028240	IDP810
Zm00001d028241	kcs28
Zm00001d028243	GRMZM2G111324
Zm00001d028244	si687075e10a
Zm00001d028248	drg3
Zm00001d028249	pco064372
Zm00001d028252	GRMZM2G342685
Zm00001d028256	IDP4752
Zm00001d028260	gln6
Zm00001d028261	IDP8345
Zm00001d028262	cl3160_1
Zm00001d028264	cl65911_1a
Zm00001d028265	crr8
Zm00001d028267	trps2
Zm00001d028269	hsftf14
Zm00001d028273	Zm00001d028273
Zm00001d028282	aos2
Zm00001d028287	LOC103633091
Zm00001d028294	Zm00001d028294
Zm00001d028297	bhlh3
Zm00001d028303	IDP7238
Zm00001d028304	hb45
Zm00001d028307	sro1
Zm00001d028311	drg5
Zm00001d028312	bhlh201
Zm00001d028313	zim22
Zm00001d028314	bhlh177
Zm00001d028315	bhlh177
Zm00001d028317	umc2383a
Zm00001d028321	IDP2362
Zm00001d028325	brs1
Zm00001d028331	TIDP3265
Zm00001d028332	IDP2385
Zm00001d028336	LOC103655953
Zm00001d028337	perk9
Zm00001d028344	pco113850
Zm00001d028354	LOC100216898
Zm00001d028355	Zm00001eb009990
Zm00001d028359	cdo1387b(emp70)
Zm00001d028360	dmas1
Zm00001d028361	cchh25
Zm00001d028363	umc2561
Zm00001d028367	pap19
Zm00001d028368	pap20
Zm00001d028369	pco147635a
Zm00001d028372	bzip115
Zm00001d028373	toc35
Zm00001d028380	mybr59
Zm00001d028384	LOC103633413
Zm00001d028385	magi73926
Zm00001d028386	Zm00001d028386
Zm00001d028392	adf5
Zm00001d028397	acb5
Zm00001d028398	xyl5
Zm00001d028401	aic3
Zm00001d028404	cl62395_1
Zm00001d028406	kcs11
Zm00001d028408	hsp26
Zm00001d028410	si605033d01
Zm00001d028413	lbd3
Zm00001d028417	atg9
Zm00001d028422	ppr22
Zm00001d028423	Zm00001d028423
Zm00001d028425	pco111553
Zm00001d028426	pco060763
Zm00001d028427	bhlh193
Zm00001d028428	LOC100277079
Zm00001d028429	pco125364
Zm00001d028432	ca5p11
Zm00001d028434	Zm00001d028434
Zm00001d028436	LOC100381766
Zm00001d028437	LOC103633613
Zm00001d028438	cl42523_1
Zm00001d028445	umc2397
Zm00001d028446	pmk1
Zm00001d028447	bnlg1484
Zm00001d028450	pco078565a
Zm00001d028485	pco141386
Zm00001d028484	Zm00001d028484
Zm00001d028481	tpl2
Zm00001d028477	Zm00001d028477
Zm00001d028474	A0A1D6JWI7
Zm00001d028472	farl1
Zm00001d028471	pck1
Zm00001d028469	IDP180
Zm00001d028464	si603033a03(106)
Zm00001d028462	si614088f03a
Zm00001d028456	Zm00001d028456
Zm00001d028453	cl4190_1
Zm00001d028486	Zm00001d028486
Zm00001d028493	si687043c05a
Zm00001d028495	IDP6057
Zm00001d028504	bhlh56
Zm00001d028505	TIDP3455
Zm00001d028509	cl35724_1
Zm00001d028511	impb9
Zm00001d028512	mmp66
Zm00001d028513	cl26277_1a
Zm00001d028514	mkkk11
Zm00001d028515	IDP701
Zm00001d028524	ereb4
Zm00001d028526	gras61
Zm00001d028528	LOC100502457
Zm00001d028534	tlc1
Zm00001d028536	pco121713
Zm00001d028538	si486090a03
Zm00001d028539	IDP329
Zm00001d028540	IDP92
Zm00001d028542	LOC100285700
Zm00001d028542	LOC100283234
Zm00001d028543	coi4
Zm00001d028548	AY109929
Zm00001d028550	limtf1
Zm00001d028552	ebf5
Zm00001d028555	hsp10
Zm00001d028557	hsp9
Zm00001d028560	pco106297a
Zm00001d028561	hsp11
Zm00001d028562	fbp2
Zm00001d028565	umc2185
Zm00001d028567	limtf2
Zm00001d028568	prh26
Zm00001d028569	pco093111
Zm00001d028570	atg1b
Zm00001d028572	umc1397
Zm00001d028574	prh5
Zm00001d028575	AY110052
Zm00001d028578	csd1
Zm00001d02858	cl63011_1
Zm00001d028585	sig1
Zm00001d028586	pco070745
Zm00001d028593	csu859(gol)
Zm00001d028597	si605022b11
Zm00001d028599	lac11
Zm00001d028600	cl919_1a
Zm00001d028601	pco074808a
Zm00001d028603	gras67
Zm00001d028608	ibp2
Zm00001d028613	blk5
Zm00001d028615	prh48
Zm00001d028619	pat2
Zm00001d028622	npi242b
Zm00001d028625	dof30
Zm00001d028630	hsp70-6
Zm00001d028631	pco085724
Zm00001d028639	hsp70-3
Zm00001d028642	IDP7291
Zm00001d028643	AY106592
Zm00001d028647	pco065024
Zm00001d028651	afp1
Zm00001d028653	tgd1
Zm00001d028655	IDP7168
Zm00001d028660	IDP8216
Zm00001d028662	pco075894
Zm00001d028667	znf4
Zm00001d028668	pco077271b
Zm00001d028671	mrpa22
Zm00001d028672	cl11440_1a
Zm00001d028676	cl6408_1a
Zm00001d028686	Zm00001d028686
Zm00001d028687	cap2
Zm00001d028689	abcg1
Zm00001d028692	gst50
Zm00001d028692	gst49
Zm00001d028693	saf1
Zm00001d028695	umc1479
Zm00001d028698	pco115659
Zm00001d028702	LOC100274533
Zm00001d028705	spo3
Zm00001d028709	apx3
Zm00001d028710	cl53010_1a
Zm00001d028711	mpk3
Zm00001d028712	gpm121
Zm00001d028713	pco085840
Zm00001d028714	rrm1
Zm00001d028715	cl6349_1
Zm00001d028720	IDP112
Zm00001d028721	lbd4
Zm00001d028726	pdi9
Zm00001d028728	rlua7
Zm00001d028730	si614044e12
Zm00001d028733	akin2
Zm00001d028735	imd1
Zm00001d028736	LOC103634491
Zm00001d028742	fad8
Zm00001d028744	AC212219.3_FG005
Zm00001d028746	plc2
Zm00001d028749	LOC100384354
Zm00001d028750	asn3
Zm00001d028752	prh25
Zm00001d028753	LOC100191274
Zm00001d028759	pdc3
Zm00001d028761	Zm00001d028761
Zm00001d028768	GRMZM2G452695
Zm00001d028769	IDP3865
Zm00001d028774	si687046g05a
Zm00001d028775	IDP643
Zm00001d028777	ms9
Zm00001d028779	LOC100285234
Zm00001d028780	TIDP2814
Zm00001d028782	pco078161a
Zm00001d028784	LOC100284957
Zm00001d028785	AY110632
Zm00001d028787	pco095766
Zm00001d028793	pyl7
Zm00001d028797	lac12
Zm00001d028806	ts2
Zm00001d028810	dapat1
Zm00001d028814	drg6
Zm00001d028815	prp7
Zm00001d028816	prp6
Zm00001d028819	pme10
Zm00001d028818	dek1
Zm00001d028826	rth3
Zm00001d028827	cl8740_1a
Zm00001d028828	c3h41
Zm00001d028842	p2
Zm00001d028845	mybr102
Zm00001d028850	p1
Zm00001d028849	mybr12
Zm00001d028863	phd6
Zm00001d028867	AY110240
Zm00001d028873	LOC100274762
Zm00001d028875	LOC103634553
Zm00001d028879	bzip24
Zm00001d028885	IDP6912
Zm00001d028887	nas9
Zm00001d028888	nas2
Zm00001d028890	mez3
Zm00001d028894	LOC103634565
Zm00001d028895	clpp2
Zm00001d028901	hcf3
Zm00001d028902	IDP4324
Zm00001d028905	phyB1
Zm00001d028907	AY107489
Zm00001d028915	LOC100280294
Zm00001d028915	yige1
Zm00001d028916	IDP875
Zm00001d028918	nad1
Zm00001d028919	ereb26
Zm00001d028920	umc2741
Zm00001d028923	pco124238
Zm00001d028924	AY110393
Zm00001d028925	AW400087
Zm00001d028926	invan7
Zm00001d028929	si660063f06a
Zm00001d028930	myb75
Zm00001d028931	gols1
Zm00001d028935	ppr26
Zm00001d028936	bzip52
Zm00001d028941	vq3
Zm00001d028946	snrk1a3
Zm00001d028948	cal3
Zm00001d028949	cipk3
Zm00001d028951	sbip2a
Zm00001d028952	abf5
Zm00001d028953	vq4
Zm00001d028962	wrky32
Zm00001d028963	pki1
Zm00001d028967	IDP7785
Zm00001d028968	LOC103634596
Zm00001d028969	cl45746_-1b
Zm00001d028971	LOC100283111
Zm00001d028973	plt4
Zm00001d028974	eil3
Zm00001d028975	lim432
Zm00001d028980	Zm00001d028980
Zm00001d028984	glk26
Zm00001d028986	hb130
Zm00001d028987	cl39631_1
Zm00001d028989	umc1452
Zm00001d028992	LOC100191145
Zm00001d028995	nactf11
Zm00001d028998	csu632a
Zm00001d028999	nactf44
Zm00001d029004	IDP1653a
Zm00001d029008	pza02737
Zm00001d029010	c3h45
Zm00001d029011	cel7
Zm00001d029018	cdpk16
Zm00001d029020	glk17
Zm00001d029023	cl40803_1a
Zm00001d029025	IDP7480
Zm00001d029027	ycf54 
Zm00001d029028	IDP554a
Zm00001d029031	cl27480_1a
Zm00001d029034	IDP8453
Zm00001d029036	glx3
Zm00001d029039	gpm405
Zm00001d029040	bnlg2238
Zm00001d029041	LOC100192998
Zm00001d029044	IDP1631a
Zm00001d029047	flr2
Zm00001d029048	cdo938a
Zm00001d029049	C0P7G8
Zm00001d029050	magi106053
Zm00001d029051	sol1
Zm00001d029059	pza02114
Zm00001d029061	ppr27
Zm00001d029062	umc2124a
Zm00001d029064	bzip98
Zm00001d029067	ofp4
Zm00001d029072	hak8
Zm00001d029074	les22
Zm00001d029075	cipk10
Zm00001d029077	trua2
Zm00001d029078	IDP1489
Zm00001d029083	algt1
Zm00001d029084	fum1
Zm00001d029087	Zm00001d029087
Zm00001d029089	glpx2
Zm00001d029091	sus2
Zm00001d029093	umc1849
Zm00001d029098	sweet16
Zm00001d029118	esdl3
Zm00001d029121	cl4569_1a
Zm00001d029124	rps21b
Zm00001d029126	IDP8320
Zm00001d029127	IDP7976
Zm00001d029133	LOC100384700
Zm00001d029135	sweet12a
Zm00001d029138	LOC100217227
Zm00001d029139	tps27
Zm00001d029140	asg75
Zm00001d029144	umc1472
Zm00001d029149	col15
Zm00001d029150	dvr1
Zm00001d029151	zb9
Zm00001d029154	amyb3
Zm00001d029164	amyb1
Zm00001d029165	tubtf11
Zm00001d029170	sod4
Zm00001d029173	pco094039
Zm00001d029174	pco078604
Zm00001d029180	chr125b
Zm00001d029183	IDP739
Zm00001d029188	cl15617_1
Zm00001d029193	skus11
Zm00001d029195	tps8
Zm00001d029196	asg30b
Zm00001d029197	iqd1
Zm00001d029198	pco083348
Zm00001d029200	si945022d06a
Zm00001d029203	sina4
Zm00001d029206	pco097891
Zm00001d029209	pipk1
Zm00001d029212	IDP182
Zm00001d029215	vln7
Zm00001d029218	fht2
Zm00001d029231	adcl1
Zm00001d029237	LOC103635193
Zm00001d029238	msr6
Zm00001d029241	LOC100284951
Zm00001d029242	mterf1
Zm00001d029243	LOC100281654
Zm00001d029248	IDP7708
Zm00001d029249	umc1917
Zm00001d029250	sudh5
Zm00001d029251	PCO099415
Zm00001d029254	gpm828
Zm00001d029256	SCL28
Zm00001d029263	pco063745
Zm00001d029264	ufg77
Zm00001d029270	hsftf19
Zm00001d029274	pox2
Zm00001d029281	magi23951
Zm00001d029285	pdlk1
Zm00001d029287	gbptf18
Zm00001d029289	IDP7938
Zm00001d029293	myb156
Zm00001d029303	pco088994
Zm00001d029313	LOC103635596
Zm00001d029324	rz672a(cgs)
Zm00001d029331	TIDP3667
Zm00001d029339	bhlh185
Zm00001d029342	trua3
Zm00001d029349	TIDP2891
Zm00001d029350	kcs39
Zm00001d029353	bx12
Zm00001d029356	bx11
Zm00001d029359	bx10
Zm00001d029365	plt34
Zm00001d029371	trpp14
Zm00001d029372	Zm00001d029372
Zm00001d029373	csu649(scp)
Zm00001d029375	pza02791
Zm00001d029376	IDP2553
Zm00001d029378	lnk1
Zm00001d029380	SC26
Zm00001d029387	mca5
Zm00001d029388	mca4
Zm00001d029389	mca3
Zm00001d029392	jmj17
Zm00001d029393	LOC100192808
Zm00001d029394	uaz248a(his3)
Zm00001d029397	pld7
Zm00001d029402	umc2227
Zm00001d029408	arf2
Zm00001d029409	cl22372_1a
Zm00001d029412	matl1
Zm00001d029413	GRMZM2G062320
Zm00001d029418	IDP3943
Zm00001d029419	prh36
Zm00001d029420	csu452
Zm00001d029422	si946038f11
Zm00001d029426	BT017696
Zm00001d029435	IDP6736
Zm00001d029437	platz2
Zm00001d029441	pme18
Zm00001d029442	umc1150
Zm00001d029447	flz2
Zm00001d029448	zim24
Zm00001d029454	ufg43
Zm00001d029457	nrx1
Zm00001d029460	spx7
Zm00001d029461	laz6
Zm00001d029464	at1
Zm00001d029468	bnlg1811
Zm00001d029473	IDP7576
Zm00001d029474	gras27
Zm00001d029478	IDP511
Zm00001d029489	ca2p3
Zm00001d029490	pco121831
Zm00001d029497	zip2
Zm00001d029499	umc2532
Zm00001d029502	gpdh4
Zm00001d029506	lbd5
Zm00001d029512	dof36
Zm00001d029516	Zm00001d029516
Zm00001d029523	Zm00031ab020550
Zm00001d029525	IDP1953
Zm00001d029526	cyp18
Zm00001d029527	magi107220
Zm00001d029529	bnl9.11b(lts)
Zm00001d029539	umc2228
Zm00001d029545	LOC100304260
Zm00001d029548	csu323
Zm00001d029550	dgk4
Zm00001d029552	mmp237
Zm00001d029558	prp14
Zm00001d029559	GRMZM2G005630
Zm00001d029561	cl2020_2a
Zm00001d029563	ppr31
Zm00001d029564	wrky75
Zm00001d029567	pco131351
Zm00001d029568	ccp10
Zm00001d029571	si660076d07
Zm00001d029573	rgd2
Zm00001d029576	cl40218_1
Zm00001d029577	aas1
Zm00001d029583	IDP7261
Zm00001d029590	IDP1473
Zm00001d029594	aoc1
Zm00001d029595	IDP252
Zm00001d029601	lbd6
Zm00001d029602	lbd6
Zm00001d029603	cl29906_1
Zm00001d029606	cl5690_2a
Zm00001d029607	gras58
Zm00001d029608	msl1
Zm00001d029619	LOC100383146
Zm00001d029620	pco128943a
Zm00001d029626	IDP8676
Zm00001d029628	psei7
Zm00001d029630	psei6
Zm00001d029631	psei8
Zm00001d029632	cptk1
Zm00001d029636	cl945_1
Zm00001d029648	cpps2
Zm00001d029649	gpm341
Zm00001d029650	cl39475_1a
Zm00001d029652	cl47233_1
Zm00001d029653	LOC100501202
Zm00001d029654	tre1
Zm00001d029656	adf11
Zm00001d029657	cl21086_-1b
Zm00001d029662	bnlg2295
Zm00001d029663	IDP376
Zm00001d029664	gsk8
Zm00001d029667	umc2229
Zm00001d029674	pet2
Zm00001d029675	Zm00001d029675
Zm00001d029677	mate7
Zm00001d029679	ereb188 
Zm00001d029683	ms20
Zm00001d029684	pld9
Zm00001d029696	gst34
Zm00001d029699	gst42
Zm00001d029700	gst32
Zm00001d029701	gst40
Zm00001d029702	gst60
Zm00001d029703	gst46
Zm00001d029704	gst37
Zm00001d029706	gst39
Zm00001d029707	gst38
Zm00001d029708	gst30
Zm00001d029711	bzip78
Zm00001d029714	pza00752
Zm00001d029718	ofp5
Zm00001d029721	asg3
Zm00001d029722	umc1790a
Zm00001d029725	csu3
Zm00001d029730	IDP839
Zm00001d029733	GRMZM2G506660
Zm00001d029736	hb100
Zm00001d029740	uce16
Zm00001d029744	fnsi1
Zm00001d029745	IDP1986
Zm00001d029747	umc1243
Zm00001d029749	abi34
Zm00001d029750	pco071369
Zm00001d029753	TIDP2770
Zm00001d029758	cdpk37
Zm00001d029761	Zm00001d029761
Zm00001d029762	tst1
Zm00001d029764	ppr32
Zm00001d029768	mlo2
Zm00001d029772	prh126
Zm00001d029778	mtl2
Zm00001d029782	cl10456_1a
Zm00001d029785	bsk4
Zm00001d029794	chn24
Zm00001d029801	gst14
Zm00001d029803	umc1558
Zm00001d029808	mgt6
Zm00001d029810	gpm532
Zm00001d029811	IDP6617
Zm00001d029818	LOC100384314
Zm00001d029820	smr6
Zm00001d029826	LOC100280884
Zm00001d029839	IDP1605
Zm00001d029842	Zm00001d029842
Zm00001d029846	LOC103637626
Zm00001d029847	IDP4235
Zm00001d029848	pco098993
Zm00001d029850	IDP7943
Zm00001d029853	pza03240
Zm00001d029855	gras33
Zm00001d029856	LOC100274725
Zm00001d029859	pco069442
Zm00001d029860	pco148182a
Zm00001d029861	Zm00001d029861
Zm00001d029865	pza00944
Zm00001d029868	IDP8399
Zm00001d029869	GRMZM2G114893
Zm00001d029875	mybr43
Zm00001d029884	ereb44
Zm00001d029885	cct103
Zm00001d029886	IDP8097
Zm00001d029888	mmp61
Zm00001d029889	IDP751
Zm00001d029896	gata16
Zm00001d029898	bhlh181
Zm00001d029899	expb2
Zm00001d029906	expb7
Zm00001d029913	expb6
Zm00001d029918	umc1734
Zm00001d029922	IDP8389
